phrase;category;intent;geo;ws_msk_base;wsk_msk_final;ws_ru_base;wsk_ru_exact_wk;pos_msk;url;source
гостиная монако;Гостиные и стенки;общий;;678;129;;;29;/catalog/korpusnaya-mebel/mebel-dlya-gostinoy/gostinaya-monako;arsenkin_sem+keysso
кухня из шпона;Кухни;общий;;1332;126;;123;25;/catalog/kuhni/kuhni-pod-zakaz/f/material--mdf_shpon;arsenkin_sem+keysso
ладья мебельная фабрика официальный сайт;Фабрика/производитель;коммерческий;;;125;509;;;;expand
шкаф верди;Шкафы;общий;;1787;125;;141;5;/catalog/mebel-pod-zakaz/kollektsiya-verdi-klassik;arsenkin_sem+keysso
кресло барселона;Кресла;общий;;446;125;;;25;/catalog/myagkaya-mebel/kresla/kreslo-barselona-2-12---spetspredlojenie;arsenkin_sem+keysso
стенка флора;Гостиные и стенки;общий;;813;125;;;38;/catalog/korpusnaya-mebel/mebel-dlya-gostinoy/gostinaya-flora;arsenkin_sem+keysso
тумба под тв мебель;Комоды и тумбы;общий;;848;125;;;35;/catalog/korpusnaya-mebel/tumbyi/f/type--tumba-pod-televizor;arsenkin_sem+keysso
диван модульный угловой купить;Диваны угловые;коммерческий;;776;124;720;;23;/catalog/myagkaya-mebel/divanyi-uglovyie/f/sistema_komplektatsii--modulnaya;arsenkin_sem+expand+keysso
диван манчестер угловой;Диваны угловые;общий;;302;124;333;;26;/catalog/myagkaya-mebel/divanyi/uglovoy-divan-manchester-1;arsenkin_sem+expand+keysso
диван по белорусски;Диваны;общий;;274;124;;;40;/;arsenkin_sem+keysso
набор мягкой мебели диван и 2 кресла купить;Кресла;коммерческий;;202;124;;;27;/catalog/myagkaya-mebel/naboryi-myagkoy-mebeli?page=2;arsenkin_sem+keysso
классическая мебель;Мебель общ.;общий;;4354;123;;122;27;/catalog/korpusnaya-mebel/mebel-dlya-kabineta/f/stil--klassika;arsenkin_sem+keysso
купить овальный стол;Столы и стулья;коммерческий;;5754;123;;115;32;/catalog/korpusnaya-mebel/stolyi/f/forma--ovalnaya;arsenkin_sem+keysso
купить диван из натуральной кожи;Диваны кожаные;коммерческий;;528;122;;;7;/catalog/myagkaya-mebel/divanyi/f/material--naturalnaya_kozha;arsenkin_sem+keysso
парма мебель;Мебель общ.;общий;;720;122;;;14;/catalog/korpusnaya-mebel/mebel-dlya-gostinoy/gostinaya-parma;arsenkin_sem+keysso
купить угловой диван недорого в москве;Диваны угловые;коммерческий;да;;120;1045;;;;expand
диван нью йорк угловой;Диваны угловые;общий;;371;120;432;;21;/catalog/myagkaya-mebel/divanyi/uglovoy-divan-nyu-york-3ml-r-6mr-l;arsenkin_sem+expand+keysso
угловой диван правый угол купить;Диваны угловые;коммерческий;;415;120;312;;36;/catalog/myagkaya-mebel/divanyi-uglovyie/f/razmeschenie_ugla--pravoe;arsenkin_sem+expand+keysso
шкаф соренто;Шкафы;общий;;1321;120;;152;1;/catalog/korpusnaya-mebel/shkafyi/shkaf-kupe-3d-sorrento-p6-949-1-01;arsenkin_sem+keysso
мебель для кухни москва;Кухни;общий;да;699;119;;;25;/catalog/kuhni;arsenkin_sem+keysso
диван марракеш;Диваны;общий;;638;119;;;18;/catalog/myagkaya-mebel/divanyi/uglovoy-divan-marrakesh-15l-r-8r-l;arsenkin_sem+keysso
белорусские матрасы;Матрасы;общий;;1008;118;;;5;/catalog/matrasyi;arsenkin_sem+keysso
цветы для спальни;Спальни;общий;;1400;117;;167;26;/blog/5-poleznyih-rasteniy-dlya-spalni;arsenkin_sem+keysso
диван с креслами комплект в гостиную;Кресла;общий;;325;116;;;8;/catalog/myagkaya-mebel/naboryi-myagkoy-mebeli;arsenkin_sem+keysso
кухня белорусская мебель;Кухни;общий;;544;116;;;14;/catalog;arsenkin_sem+keysso
кровать из массива сосны;Кровати;общий;;2110;115;2008;98;32;/catalog/korpusnaya-mebel/krovati/f/massiv--sosna;arsenkin_sem+expand+keysso
кресло кровать moon;Кресла-кровати;общий;;;115;1093;;;;expand
товары из белоруссии;Белорусская мебель;общий;;6218;115;;158;28;/;arsenkin_sem+keysso
белорусская мебель диваны;Диваны;общий;;1027;114;964;;1;/;arsenkin_sem+expand+keysso
купить диван в дмитрове;Диваны;коммерческий;;503;114;;;34;/catalog/myagkaya-mebel/divanyi;arsenkin_sem+keysso
зональный пружинный блок или независимые пружины что лучше;Матрасы;общий;;140;114;;;12;/blog/obzor-prujinnyih-blokov-dlya-matrasov;arsenkin_sem+keysso
тумба в коридор;Комоды и тумбы;общий;;1431;114;;157;28;/catalog/korpusnaya-mebel/tumbyi/f/naznachenie--v_prihojuyu;arsenkin_sem+keysso
ширина письменного стола;Столы и стулья;общий;;2725;114;;174;26;/blog/kak-vyibrat-pismennyiy-stol;arsenkin_sem+keysso
корпусный диван;Диваны;общий;;561;112;;;40;/catalog/myagkaya-mebel/divanyi;arsenkin_sem+keysso
комод валенсия;Комоды и тумбы;общий;;634;112;;;27;/catalog/korpusnaya-mebel/tumbyi/komod-valensiya-klassik-p3-0589-1-13;arsenkin_sem+keysso
диван манчестер;Диваны;общий;;1063;111;;;20;/catalog/myagkaya-mebel/divanyi/3-h-mestnyiy-divan-manchester-1;arsenkin_sem+keysso
диван рафаэль;Диваны;общий;;686;111;;;35;/catalog/myagkaya-mebel/divanyi/3-h-mestnyiy-divan-rafael-2;arsenkin_sem+keysso
спальня тиффани;Спальни;общий;;560;110;;;9;/catalog/korpusnaya-mebel/mebel-dlya-spalni/spalnya-tiffani;arsenkin_sem+keysso
тумба для телевизора напольная;Комоды и тумбы;общий;;394;109;;;37;/catalog/korpusnaya-mebel/tumbyi/f/type--tumba-pod-televizor;arsenkin_sem+keysso
диван угловой на ножках раскладной;Диваны угловые;общий;;194;109;;;33;/catalog/myagkaya-mebel/divanyi-uglovyie/f/material_nojek--metall;arsenkin_sem+keysso
диваны беларусь;Диваны;общий;;5267;109;;77;3;/catalog/myagkaya-mebel/divanyi;arsenkin_sem+keysso
давита мебель кухня неаполь;Кухни;общий;;249;109;;;35;/catalog/kuhni/kuhni-pod-zakaz/kuhni-neapol;arsenkin_sem+keysso
стол деревянный обеденный раздвижной;Столы и стулья;общий;;627;109;;;18;/catalog/korpusnaya-mebel/stolyi/f/type--stol-obedennyiy/mehanizm_razdvijeniya--est;arsenkin_sem+keysso
кресло кровать с ящиком для белья;Кресла-кровати;общий;;;108;945;;;;expand
кожаный диван купить в москве;Диваны кожаные;коммерческий;да;;108;625;;;;expand
мягкое кресло для отдыха;Кресла;общий;;1212;108;;;25;/catalog/myagkaya-mebel/kresla;arsenkin_sem+keysso
пит мебель;Мебель общ.;общий;;796;108;;;44;/;arsenkin_sem+keysso
кухни готовые фабричные недорого купить;Кухни;коммерческий;;161;108;;;36;/catalog/kuhni;arsenkin_sem+keysso
тумба бар;Комоды и тумбы;общий;;803;107;;;23;/catalog/korpusnaya-mebel/tumbyi/tumba-bar-paola-bm-2104;arsenkin_sem+keysso
диван тулон;Диваны;общий;;729;107;;;18;/catalog/myagkaya-mebel/divanyi/3-h-mestnyiy-divan-tulon-3m;arsenkin_sem+keysso
летта мебель официальный сайт;Мебель общ.;коммерческий;;166;106;;;42;/;arsenkin_sem+keysso
корпусная кухня;Кухни;общий;;2573;106;;72;19;/catalog/kuhni;arsenkin_sem+keysso
стул из дуба;Столы и стулья;общий;;1601;106;;60;36;/catalog/korpusnaya-mebel/stulya/f/materializgotovleniya--massivduba;arsenkin_sem+keysso
шкаф валенсия;Шкафы;общий;;1399;106;;101;32;/catalog/korpusnaya-mebel/shkafyi/shkaf-kombinirovannyiy-valensiya-klassik-p3-0589-0-01-01;arsenkin_sem+keysso
belvedere мебель официальный сайт;Мебель общ.;коммерческий;;151;106;;;15;/;arsenkin_sem+keysso
кмк мебель каталог с ценами в беларуси официальный сайт;Белорусская мебель;коммерческий;;149;105;;;35;/;arsenkin_sem+keysso
шкаф витрина со стеклом;Шкафы;общий;;1780;104;;98;24;/catalog/korpusnaya-mebel/shkafyi/f/type--shkaf-s-vitrinoy;arsenkin_sem+keysso
диван омега;Диваны;общий;;1461;104;;138;20;/catalog/myagkaya-mebel/divanyi/3-h-mestnyiy-divan-omega;arsenkin_sem+keysso
комод со стеклом;Комоды и тумбы;общий;;1884;104;;83;31;/catalog/korpusnaya-mebel/tumbyi/f/komplektatsiya--so_steklom;arsenkin_sem+keysso
диван тахта с ящиком;Тахты и кушетки;общий;;798;102;791;;22;/catalog/myagkaya-mebel/tahtyi/f/s_yashhikom--est;arsenkin_sem+expand+keysso
mebelson мебельная фабрика официальный сайт;Фабрика/производитель;коммерческий;;;102;434;;;;expand
кровать односпальная с мягким изголовьем;Кровати;общий;;1023;102;;;28;/catalog/korpusnaya-mebel/krovati/f/type--odnospalnaya-krovat/izgolove--smyagkoyobivkoy;arsenkin_sem+keysso
минский мебельный центр официальный сайт;Белорусская мебель;коммерческий;;135;102;;;36;/;arsenkin_sem+keysso
купить диван в воронеже каталог и цены фото воронеж;Диваны;коммерческий;да;147;101;;;39;/catalog/myagkaya-mebel/divanyi;arsenkin_sem+keysso
мягкая мебель диваны;Диваны;общий;;8885;101;;92;22;/catalog/myagkaya-mebel/divanyi;arsenkin_sem+keysso
дуб наварра;Мебель из массива;общий;;1029;101;;;27;/catalog/korpusnaya-mebel/shkafyi/shkaf-dlya-odejdyi-deko-bm2-776-56-01/ldspdubnavarra;arsenkin_sem+keysso
белорусская мебель ставрополь;Белорусская мебель;общий;да;282;100;270;;14;/catalog/myagkaya-mebel;arsenkin_sem+expand+keysso
диван шенилл;Диваны;общий;;3874;100;;82;22;/catalog/myagkaya-mebel/divanyi/f/obivka--shenill;arsenkin_sem+keysso
мебель фараон;Мебель общ.;общий;;1934;100;;47;16;/catalog/korpusnaya-mebel/nabor-korpusnoy-mebeli-faraon;arsenkin_sem+keysso
диваны белоруссия;Диваны;общий;;3460;100;;110;17;/catalog;arsenkin_sem+keysso
мебельные фабрики в москве и московской области;Фабрика/производитель;общий;да;;99;282;;;;expand
стол обеденный из массива дуба;Столы и стулья;общий;;484;98;;;15;/catalog/korpusnaya-mebel/stolyi/f/type--stol-obedennyiy/material--massiv_duba;arsenkin_sem+keysso
банкетка со спинкой в прихожую;Прихожие;общий;;353;98;;;24;/catalog/myagkaya-mebel/banketki/f/type--banketka-so-spinkoy;arsenkin_sem+keysso
кресло кожаное для дома купить;Диваны кожаные;коммерческий;;240;97;;;15;/catalog/myagkaya-mebel/kresla/f/obivka--naturalnaya_koja;arsenkin_sem+keysso
мебельный завод;Мебель общ.;общий;;6105;97;;95;31;/;arsenkin_sem+keysso
полка мебельная;Мебель общ.;общий;;7069;97;;138;32;/catalog/korpusnaya-mebel/dekorativnyie-elementyi/f/type--polka;arsenkin_sem+keysso
растения для спальни;Спальни;общий;;706;97;;;22;/blog/5-poleznyih-rasteniy-dlya-spalni;arsenkin_sem+keysso
ашан мебель каталог;Мебель общ.;коммерческий;;315;97;;;32;/;arsenkin_sem+keysso
мебель деревянная из массива;Мебель из массива;общий;;308;96;;;18;/catalog;arsenkin_sem+keysso
белорусские товары в москве;Белорусская мебель;общий;да;908;96;;;28;/;arsenkin_sem+keysso
диван верди;Диваны;общий;;523;95;;;14;/catalog/myagkaya-mebel/divanyi/3-h-mestnyiy-divan-verdi-3m;arsenkin_sem+keysso
белорусские диваны каталог с ценами официальный сайт;Диваны;коммерческий;;105;95;;;1;/catalog/myagkaya-mebel/divanyi;arsenkin_sem+keysso
комплект мягкой мебели диван и 2 кресла купить;Кресла;коммерческий;;164;95;;;32;/catalog/myagkaya-mebel/naboryi-myagkoy-mebeli;arsenkin_sem+keysso
стол обеденный круглый деревянный;Столы и стулья;общий;;540;95;;;34;/catalog/korpusnaya-mebel/stolyi/f/forma--kruglaya;arsenkin_sem+keysso
классические стулья;Столы и стулья;общий;;2669;94;;79;26;/catalog/korpusnaya-mebel/stulya/f/stil--klassika;arsenkin_sem+keysso
обувница комод;Комоды и тумбы;общий;;1206;94;;;18;/catalog/korpusnaya-mebel/tumbyi/f/type--tumba-dlya-obuvi;arsenkin_sem+keysso
диван бай каталог;Диваны;коммерческий;;418;94;;;20;/catalog/myagkaya-mebel/divanyi;arsenkin_sem+keysso
