phrase;category;intent;geo;ws_msk_base;wsk_msk_final;ws_ru_base;wsk_ru_exact_wk;pos_msk;url;source
прихожая сити;Прихожие;общий;;85;11;;;31;/catalog/korpusnaya-mebel/prihojie/prihojaya-sonos-siti;arsenkin_sem+keysso
современная обеденная группа;Столы и стулья;общий;;121;11;;;29;/catalog/korpusnaya-mebel/obedennyie-gruppyi;arsenkin_sem+keysso
мебель скарлет;Мебель общ.;общий;;131;11;;;38;/catalog/korpusnaya-mebel/mebel-dlya-spalni/spalnya-skarlett;arsenkin_sem+keysso
готовая спальня купить;Спальни;коммерческий;;473;11;;;34;/catalog/korpusnaya-mebel/mebel-dlya-spalni;arsenkin_sem+keysso
купить спальный гарнитур в москве от производителя;Спальни;коммерческий;да;119;11;;;25;/catalog/korpusnaya-mebel/mebel-dlya-spalni;arsenkin_sem+keysso
стенка парма;Гостиные и стенки;общий;;42;11;;;21;/catalog/korpusnaya-mebel/mebel-dlya-gostinoy/gostinaya-parma--2;arsenkin_sem+keysso
белорусская мебель для гостиной в современном стиле фото и цены;Гостиные и стенки;коммерческий;;13;11;;;2;/catalog/korpusnaya-mebel/mebel-dlya-gostinoy/f/stil--sovremennyiy;arsenkin_sem+keysso
полка из дуба навесная;Мебель из массива;общий;;36;11;;;28;/catalog/korpusnaya-mebel/dekorativnyie-elementyi/f/type--polka;arsenkin_sem+keysso
полки для цветов напольные из дерева;Мебель из массива;общий;;120;11;;;20;/catalog/korpusnaya-mebel/dekorativnyie-elementyi/f/type--podstavka-dekorativnaya;arsenkin_sem+keysso
мебельные фабрики беларуси каталог с ценами;Белорусская мебель;коммерческий;;30;11;;;3;/catalog/korpusnaya-mebel;arsenkin_sem+keysso
можно ли переворачивать матрас на другую сторону;Матрасы;инфо;;19;11;;;25;/blog/zachem-perevorachivat-matras;arsenkin_sem+keysso
какие кухонные столы сейчас в моде;Кухни;инфо;;23;11;;;41;/blog/top-samyih-populyarnyih-obedennyih-stolov-v-2023-godu;arsenkin_sem+keysso
вещи для спальни;Спальни;общий;;954;11;;;39;/blog/samyie-neobhodimyie-aksessuaryi-dlya-spalni;arsenkin_sem+keysso
как разделить кухню и гостиную на зоны в квартире;Кухни;инфо;;18;11;;;27;/blog/proverennyie-sposobyi-otdelit-kuhnyu-ot-gostinoy-v-kvartire-studii;arsenkin_sem+keysso
что такое зональный пружинный блок;Матрасы;инфо;;22;11;;;26;/blog/obzor-prujinnyih-blokov-dlya-matrasov;keysso
дизайн всей квартиры в одном стиле;Прочее;инфо;;16;11;;;16;/blog/obustraivaem-kvartiru-v-odnom-stile;arsenkin_sem+keysso
фартук до или после кухни;Кухни;общий;;682;11;;;38;/blog/kogda-luchshe-zakazyivat-kuhnyu--do-ili-posle-remonta;arsenkin_sem+keysso
как выбрать диван кровать для ежедневного сна правильно;Диваны;инфо;;11;11;;;32;/blog/kak-vyibrat-divan-dlya-ejednevnogo-sna;arsenkin_sem+keysso
спальная комната дизайн в светлых тонах;Спальни;инфо;;35;11;;;20;/blog/dizayn-spalni-v-svetlyih-tonah;arsenkin_sem+keysso
кофейный цвет в интерьере;Прочее;инфо;;375;11;;;9;/blog/dizayn-spalni-v-kofeynyih-tonah;arsenkin_sem+keysso
дизайн гостиной 20 м2;Гостиные и стенки;инфо;;97;11;;;9;/blog/dizayn-gostinoy-20-kv-m;arsenkin_sem+keysso
скрип стула;Столы и стулья;общий;;863;11;;;41;/blog/chto-delat-esli-skripit-divan;arsenkin_sem+keysso
простор мебель официальный сайт;Мебель общ.;коммерческий;;16;11;;;42;/;arsenkin_sem+keysso
спальни давита мебель каталог с ценами;Спальни;коммерческий;;33;11;;;41;/;arsenkin_sem+keysso
мебель пик москва;Мебель общ.;общий;да;25;11;;;40;/;arsenkin_sem+keysso
успех фабрика мебели официальный сайт;Фабрика/производитель;коммерческий;;34;11;;;38;/;arsenkin_sem+keysso
белдревмебель официальный сайт каталог;Мебель общ.;коммерческий;;12;11;;;21;/;arsenkin_sem+keysso
какое расстояние должно быть от холодильника до варочной панели;Прочее;общий;;12;11;;;25;/uhod-i-ekspluatatsiya/kuhni--uhod-i-ekspluatatsiya--poleznyie-sovetyi/rekomendatsii-po-proektirovaniyu-kuhni;arsenkin_sem+keysso
механизм караван для дивана;Диваны;общий;;15;11;;;40;/mehanizmyi-transformatsii;arsenkin_sem+keysso
механизм сборки дивана;Диваны;общий;;842;11;;;17;/mehanizmyi-transformatsii;arsenkin_sem+keysso
ткани из белоруссии от производителя;Белорусская мебель;коммерческий;;14;11;;;24;/fabrics;arsenkin_sem+keysso
мебельные ткани бел;Мебель общ.;общий;;278;11;;;22;/fabrics;arsenkin_sem+keysso
ярославское шоссе 19 тц мебель;Мебель общ.;общий;;20;11;;;24;/contacts;arsenkin_sem+keysso
пинскдрев тахта мариша;Бренд;бренд;;23;11;;;1;/catalog/myagkaya-mebel/tahtyi/tahta-marisha;arsenkin_sem+keysso
кресло белоруссия купить;Кресла;коммерческий;;257;11;;;2;/catalog/myagkaya-mebel/kresla;arsenkin_sem+keysso
вива мебель официальный сайт каталог;Мебель общ.;коммерческий;;24;11;;;29;/catalog/myagkaya-mebel/divanyi/uglovoy-divan-viva-2ml-r8mr-l;arsenkin_sem+keysso
диван сохо;Диваны;общий;;335;11;;;7;/catalog/myagkaya-mebel/divanyi/uglovoy-divan-soho-15el-r-150-8ml-r;arsenkin_sem+keysso
диван брабус;Диваны;общий;;103;11;;;4;/catalog/myagkaya-mebel/divanyi/uglovoy-divan-brabus-2ml-r904mr-l;arsenkin_sem+keysso
диваны релакс официальный сайт;Диваны;коммерческий;;19;11;;;35;/catalog/myagkaya-mebel/divanyi/f/transformation--relax;arsenkin_sem+keysso
диван с французской раскладушкой и ортопедическим матрасом купить;Диваны;коммерческий;;16;11;;;20;/catalog/myagkaya-mebel/divanyi/f/transformation--francuzskaja_raskladushka;arsenkin_sem+keysso
аккордеон беларусь;Белорусская мебель;общий;;157;11;;;39;/catalog/myagkaya-mebel/divanyi/f/transformation--akkordeon;arsenkin_sem+keysso
объем дивана в м3;Диваны;общий;;17;11;;;29;/catalog/myagkaya-mebel/divanyi/3-h-mestnyiy-divan-izabel-2-3m---spetspredlojenie;arsenkin_sem+keysso
купить диван барселона;Диваны;коммерческий;;113;11;;;18;/catalog/myagkaya-mebel/divanyi/3-h-mestnyiy-divan-barselona-2-3m---spetspredlojenie;arsenkin_sem+keysso
диван евро тик так;Диваны;общий;;36;11;;;28;/catalog/myagkaya-mebel/divanyi-pryamyie/f/transformation--tik_tak;arsenkin_sem+keysso
купить диван в петровске;Диваны;коммерческий;;58;11;;;25;/catalog/myagkaya-mebel/divanyi;arsenkin_sem+keysso
диваны в буденновске;Диваны;общий;;221;11;;;25;/catalog/myagkaya-mebel/divanyi;arsenkin_sem+keysso
divan sofa by;Диваны;общий;;35;11;;;24;/catalog/myagkaya-mebel/divanyi;arsenkin_sem+keysso
blanket плед;Прочее;общий;;282;11;;;6;/catalog/matrasyi/pled-blanket-51604;arsenkin_sem+keysso
матрас ritmo отзывы;Матрасы;инфо;;25;11;;;3;/catalog/matrasyi/matrasyi-proform;arsenkin_sem+keysso
кухни милана официальный;Кухни;общий;;127;11;;;20;/catalog/kuhni/kuhni-pod-zakaz/kuhni-milana;arsenkin_sem+keysso
кухонные фасады дуб;Кухни;общий;;665;11;;;25;/catalog/kuhni/kuhni-pod-zakaz/f/material--massiv_duba;arsenkin_sem+keysso
фасады массив для кухни от производителя;Кухни;коммерческий;;11;11;;;16;/catalog/kuhni/fasadyi-iz-massiva;arsenkin_sem+keysso
кухонный гарнитур купить в москве недорого от производителя цены и фото;Кухни;коммерческий;да;20;11;;;44;/catalog/kuhni;arsenkin_sem+keysso
кух гарнитуры фото;Прочее;инфо;;134;11;;;27;/catalog/kuhni;arsenkin_sem+keysso
фабрика кухонь в москве каталог и цены;Кухни;коммерческий;да;11;11;;;17;/catalog/kuhni;arsenkin_sem+keysso
кухни белорусские в москве купить;Кухни;коммерческий;да;77;11;;;2;/catalog/kuhni;arsenkin_sem+keysso
тумба под tv;Комоды и тумбы;общий;;375;11;;;33;/catalog/korpusnaya-mebel/tumbyi/f/type--tumba-pod-televizor;arsenkin_sem+keysso
